ue_name,ue_number,beam_index,x,y,z,dropped_packets,sent_packets,bit_rate,channel_mag,score,packets
uav1,0,15,14.000696987903211,-28.00000000160884,6.323543453216553,0.0,510.0,0.07164350556326679,0.038216062114315746,0.028657402225306716,161.0
simulation_car1,1,29,47.93223,0.25295576,8.407617,0.0,442.0,0.15518764425582907,0.06623729407693107,0.062075057702331626,165.0
simulation_pedestrian1,2,31,2.8788474,33.344288,7.4372497,0.0,464.0,0.7145356788786817,0.564995581644291,0.2858142715514727,137.0
uav1,0,14,14.000683862657752,-28.000000001659146,6.313769721984864,0.0,448.0,0.055720020901065447,0.03271906025716597,0.02228800836042618,152.0
simulation_car1,1,29,47.932182,0.20293163,8.407622,0.0,476.0,0.15787643152097008,0.06717615006234401,0.06315057260838804,144.0
simulation_pedestrian1,2,31,2.8772583,33.32357,7.4372497,0.0,443.0,0.7431608610689702,0.6243211968333012,0.2972643444275881,143.0
uav1,0,15,14.000674111535773,-28.000000001689276,6.306387090682984,0.0,408.0,0.12555877323366324,0.05613581436513961,0.0502235092934653,153.0
simulation_car1,1,29,47.932144,0.16527948,8.407621,0.0,474.0,0.07095089560286463,0.03798153053968408,0.028380358241145855,159.0
simulation_pedestrian1,2,32,2.8760626,33.307976,7.4372497,0.0,495.0,0.7187798551616359,0.5734267540884598,0.28751194206465436,184.0
uav1,0,14,14.00066123448778,-28.000000001711957,6.29646053314209,0.0,483.0,0.06878157708762878,0.037244809161879104,0.02751263083505151,167.0
simulation_car1,1,29,47.932095,0.110432,8.407621,0.0,443.0,0.1464840807030808,0.06322634221705159,0.05859363228123232,154.0
simulation_pedestrian1,2,31,2.8743205,33.285263,7.4372497,0.0,458.0,0.7229750845026358,0.5818826103486678,0.28919003380105435,154.0
uav1,0,14,14.000648500572424,-28.000000001703462,6.286424064636231,0.0,452.0,0.09360042623501019,0.045539596144484856,0.037440170494004076,155.0
simulation_car1,1,29,47.932056,0.07201754,8.40762,0.0,467.0,0.15062557525604894,0.06465388996405855,0.06025023010241958,166.0
simulation_pedestrian1,2,31,2.872527,33.26188,7.4372497,0.0,478.0,0.7412932012964816,0.620269586436747,0.29651728051859266,161.0
uav1,0,14,14.000639044912532,-28.00000000167032,6.2788149356842045,0.0,471.0,0.11201071339617256,0.051625801861455524,0.04480428535846903,158.0
simulation_car1,1,29,47.931995,0.014873835,8.40762,0.0,439.0,0.14105117366130013,0.06136693518953394,0.056420469464520055,145.0
simulation_pedestrian1,2,32,2.871286,33.2457,7.4372497,0.0,456.0,0.6824287317321238,0.5050494392513037,0.27297149269284954,141.0
uav1,0,14,14.00062967109261,-28.00000000161129,6.27112832069397,0.0,431.0,0.186179437261718,0.07734956595656482,0.0744717749046872,152.0
simulation_car1,1,29,47.931953,-0.02576818,8.40762,0.0,438.0,0.12180226708945316,0.054880500020311786,0.048720906835781265,141.0
simulation_pedestrian1,2,32,2.8699956,33.228878,7.4372497,0.0,456.0,0.7611014209633377,0.66459826120335,0.30444056838533506,160.0
uav1,0,13,14.000617301207967,-28.000000001492065,6.260746622085572,0.0,433.0,0.07161963429187854,0.03820798408368412,0.028647853716751416,123.0
simulation_car1,1,29,47.931892,-0.08323809,8.40762,0.0,438.0,0.13672095574402918,0.05989490034012173,0.05468838229761167,149.0
simulation_pedestrian1,2,31,2.868171,33.20509,7.4372497,0.0,496.0,0.7592109431556039,0.6602357273349303,0.30368437726224157,175.0
uav1,0,15,14.000608121103141,-28.000000001374804,6.252851867675782,0.0,446.0,0.08692045816413295,0.0433274652200092,0.03476818326565318,161.0
simulation_car1,1,29,47.93185,-0.12309242,8.40762,0.0,483.0,0.14102169068081608,0.06135688366468176,0.05640867627232643,150.0
simulation_pedestrian1,2,31,2.8669057,33.188595,7.4372497,0.0,473.0,0.7536065946726028,0.6474687652745692,0.30144263786904113,159.0
uav1,0,14,14.000599025224801,-28.000000001236966,6.244856500625611,0.0,454.0,0.059678720096481896,0.034110038685277566,0.02387148803859276,163.0
simulation_car1,1,29,47.931805,-0.16361877,8.40762,0.0,453.0,0.0677250215533193,0.036884734686686044,0.027090008621327724,155.0
simulation_pedestrian1,2,31,2.8656197,33.17182,7.4372497,0.0,452.0,0.7144543489274313,0.5648352169065781,0.2857817395709725,145.0
uav1,0,13,14.000590014504269,-28.000000001080334,6.236753845214844,0.0,450.0,0.0502317856118288,0.030754026060825806,0.02009271424473152,156.0
simulation_car1,1,29,47.931763,-0.20327713,8.40762,0.0,440.0,0.14940083376103308,0.06423077665407458,0.05976033350441323,129.0
simulation_pedestrian1,2,31,2.8643608,33.15541,7.4372497,0.0,439.0,0.7374563510921415,0.6120274546498429,0.2949825404368566,142.0
uav1,0,14,14.000578134029638,-28.000000000842657,6.225771808624268,0.0,450.0,0.07065084670517793,0.03787982822989279,0.028260338682071173,139.0
simulation_car1,1,29,47.931698,-0.25893143,8.40762,0.0,477.0,0.16969227023554573,0.07135545955589837,0.0678769080942183,149.0
simulation_pedestrian1,2,32,2.8625946,33.13238,7.4372497,0.0,449.0,0.7100141331630112,0.5561478466954319,0.2840056532652045,147.0
uav1,0,14,14.000569325173274,-28.00000000064431,6.2173925876617435,0.0,454.0,0.09944015962251379,0.04746925650463184,0.03977606384900552,157.0
simulation_car1,1,29,47.931656,-0.29840267,8.407621,0.0,446.0,0.07345262104772121,0.038827219766664194,0.029381048419088486,132.0
simulation_pedestrian1,2,32,2.8613422,33.11605,7.4372497,0.0,450.0,0.7226882369539394,0.5813005464191564,0.28907529478157573,148.0
uav1,0,13,14.000557717052288,-28.000000000362338,6.20601716041565,0.0,486.0,0.07192785630250471,0.03831225792185572,0.028771142521001887,162.0
simulation_car1,1,29,47.931595,-0.3503854,8.40762,0.0,469.0,0.08890504735605068,0.04398552658291744,0.035562018942420275,145.0
simulation_pedestrian1,2,31,2.8596926,33.094543,7.4372497,0.0,434.0,0.7123979558632698,0.5607953402220988,0.2849591823453079,150.0
uav1,0,14,14.000549114949536,-28.000000000150123,6.197324657440186,0.0,474.0,0.1534516437057211,0.06563337304661915,0.06138065748228844,160.0
simulation_car1,1,29,47.931553,-0.38638648,8.407619,0.0,474.0,0.12565028802805847,0.05616645075398598,0.050260115211223394,158.0
simulation_pedestrian1,2,31,2.857989,33.07233,7.4372497,0.0,462.0,0.7187327618311414,0.5733325246313222,0.2874931047324566,151.0
uav1,0,13,14.000537785817869,-27.999999999887144,6.185507202148438,0.0,462.0,0.06814997881174299,0.037029663946753284,0.0272599915246972,136.0
simulation_car1,1,29,47.931484,-0.44751343,8.407621,0.0,445.0,0.15224125079611062,0.06521331818681042,0.06089650031844425,146.0
simulation_pedestrian1,2,32,2.8566115,33.05437,7.4372497,0.0,469.0,0.7341772068010918,0.6050691812004647,0.29367088272043673,165.0
uav1,0,14,14.000529395416379,-27.999999999716536,6.17646541595459,0.0,455.0,0.21026624774806893,0.0865026797921408,0.08410649909922757,148.0
simulation_car1,1,29,47.93145,-0.47468144,8.407623,0.0,487.0,0.1665057657605762,0.07021942096715368,0.06660230630423049,163.0
simulation_pedestrian1,2,32,2.8550274,33.033714,7.4372497,0.0,425.0,0.7753447248322306,0.698397121996818,0.31013788993289226,140.0
uav1,0,15,14.000518352084327,-27.99999999953608,6.1641582489013675,0.0,438.0,0.1804429305176016,0.07524094902848785,0.07217717220704065,150.0
simulation_car1,1,29,47.931377,-0.5380676,8.407625,0.0,459.0,0.094636620803284,0.04588216282516557,0.037854648321313605,153.0
simulation_pedestrian1,2,32,2.8531451,33.00917,7.4372497,0.0,447.0,0.7680550742114589,0.6808916695585795,0.30722202968458356,165.0
uav1,0,14,14.000510178739205,-27.999999999441116,6.154730939865113,0.0,496.0,0.0885675673635097,0.043873682966663836,0.03542702694540388,168.0
simulation_car1,1,29,47.93131,-0.59948534,8.407626,0.0,416.0,0.13677173600962453,0.05991211457412082,0.05470869440384982,138.0
simulation_pedestrian1,2,31,2.8517916,32.991524,7.4372497,0.0,448.0,0.6894140920138493,0.5175344506456357,0.2757656368055397,149.0
uav1,0,15,14.00050210003974,-27.999999999383114,6.145128393173218,0.0,508.0,0.062354380550514954,0.03503975808931702,0.024941752220205983,166.0
simulation_car1,1,29,47.93126,-0.6385176,8.407625,0.0,488.0,0.09547373963209474,0.04615884324608747,0.0381894958528379,166.0
simulation_pedestrian1,2,32,2.8505538,32.975388,7.4372497,0.0,480.0,0.7458009604342375,0.630093161050137,0.298320384173695,177.0
uav1,0,13,14.000494116859045,-27.999999999365407,6.135343456268311,0.0,441.0,0.06032816958959464,0.034336425203577554,0.024131267835837855,136.0
simulation_car1,1,28,47.93121,-0.677021,8.407624,0.0,461.0,0.04713721655681901,0.02962340708481465,0.018854886622727607,152.0
simulation_pedestrian1,2,32,2.8493328,32.95947,7.4372497,0.0,481.0,0.6943244526571662,0.5264919006600397,0.2777297810628665,153.0
uav1,0,14,14.000486230215756,-27.999999999393765,6.125370168685913,0.0,454.0,0.07594343597114726,0.03966553663514731,0.030377374388458906,151.0
simulation_car1,1,29,47.931168,-0.7162945,8.407623,0.0,448.0,0.11802283884472368,0.05362157257287128,0.047209135537889475,164.0
simulation_pedestrian1,2,32,2.8480878,32.943233,7.4372497,0.0,485.0,0.7925603508006996,0.7415291575361421,0.31702414032027987,148.0
uav1,0,15,14.000478441128507,-27.999999999475616,6.115202331542969,0.0,437.0,0.10490158744417707,0.04927354470237032,0.04196063497767083,153.0
simulation_car1,1,29,47.931118,-0.7548338,8.407623,0.0,468.0,0.08176561301603415,0.041613319440168536,0.03270624520641366,172.0
simulation_pedestrian1,2,32,2.8463511,32.920593,7.4372497,0.0,481.0,0.6879146910190042,0.5148292413226532,0.27516587640760165,155.0
uav1,0,14,14.00047075052862,-27.99999999961935,6.104833507537842,0.0,453.0,0.1399349988928023,0.060986684285936996,0.05597399955712093,159.0
simulation_car1,1,29,47.931053,-0.8087827,8.407622,0.0,445.0,0.08878275444853004,0.0439450003851919,0.03551310177941202,136.0
simulation_pedestrian1,2,32,2.8451552,32.905006,7.4372497,0.0,443.0,0.7483306588578825,0.6356732405309253,0.299332263543153,142.0
uav1,0,16,14.000460651237518,-27.999999999920217,6.090685749053955,0.0,452.0,0.07262297664321021,0.03854720023599092,0.029049190657284087,151.0
simulation_car1,1,29,47.931004,-0.8476535,8.407622,0.0,483.0,0.16111602461473418,0.06831313207962568,0.06444640984589367,155.0
simulation_pedestrian1,2,32,2.8434005,32.88213,7.4372497,0.0,494.0,0.7478485361552921,0.6346060053694331,0.29913941446211684,167.0
uav1,0,15,14.000453194166766,-28.000000000236362,6.079825067520142,0.0,449.0,0.15760789979547013,0.06708219221038748,0.06304315991818805,141.0
simulation_car1,1,29,47.930943,-0.9009372,8.40762,0.0,469.0,0.10626687237286052,0.04972484378903897,0.04250674894914421,153.0
simulation_pedestrian1,2,32,2.8422341,32.866924,7.4372497,0.0,483.0,0.7805519898271238,0.7111742005467223,0.31222079593084956,168.0
uav1,0,15,14.000445838755695,-28.000000000637648,6.068743371963501,0.0,429.0,0.09096620720285474,0.04466814705003588,0.0363864828811419,142.0
simulation_car1,1,29,47.93089,-0.94091266,8.40762,0.0,491.0,0.12843383904115466,0.05709963672413467,0.051373535616461866,171.0
simulation_pedestrian1,2,32,2.8409674,32.850407,7.4372497,0.0,477.0,0.7661681994601679,0.6764317563081431,0.3064672797840672,153.0
uav1,0,16,14.000436191243352,-28.000000001318732,6.053614521026612,0.0,464.0,0.07976524359108833,0.04094573748502146,0.031906097436435334,161.0
simulation_car1,1,29,47.930836,-0.9797375,8.40762,0.0,490.0,0.0956496996648078,0.046216993628612625,0.03825987986592312,151.0
simulation_pedestrian1,2,32,2.8392024,32.827393,7.4372497,0.0,447.0,0.8249770672516533,0.8300431158399302,0.32999082690066134,126.0
uav1,0,14,14.000426728249295,-28.000000002186155,6.0380689144134525,0.0,462.0,0.0871924328267562,0.04341770056936286,0.03487697313070248,148.0
simulation_car1,1,29,47.930744,-1.0509853,8.40762,0.0,412.0,0.12014434700351986,0.05432778176354509,0.04805773880140795,138.0
simulation_pedestrian1,2,32,2.8374796,32.80493,7.4372497,0.0,457.0,0.7557440407052257,0.652308890521406,0.3022976162820903,144.0
uav1,0,15,14.00041975339991,-28.000000002973856,6.026128435134888,0.0,478.0,0.12568622211529112,0.05617848114482342,0.050274488846116454,153.0
simulation_car1,1,28,47.93069,-1.0899937,8.407619,0.0,506.0,0.07245076103738855,0.03848902170550358,0.028980304414955423,167.0
simulation_pedestrian1,2,32,2.8362436,32.78882,7.4372497,0.0,463.0,0.7510503543245962,0.6417269349754756,0.3004201417298385,152.0
uav1,0,13,14.000412884401157,-28.00000000388778,6.013940954208374,0.0,470.0,0.08918078340359761,0.0440768908455572,0.03567231336143905,123.0
simulation_car1,1,29,47.930645,-1.1285305,8.40762,0.0,450.0,0.13878690749504322,0.060596157298431284,0.05551476299801729,147.0
simulation_pedestrian1,2,32,2.835023,32.7729,7.4372497,0.0,438.0,0.7731163126244142,0.6929990010020053,0.3092465250497657,126.0
uav1,0,15,14.00040612212615,-28.00000000492593,6.001500511169434,0.0,432.0,0.1209749773049727,0.05460460310211198,0.04838999092198908,144.0
simulation_car1,1,29,47.9306,-1.1640507,8.40762,0.0,449.0,0.16072475839313083,0.06817546749785301,0.06428990335725233,139.0
simulation_pedestrian1,2,32,2.833374,32.7514,7.4372497,0.0,517.0,0.7689197999290737,0.6829452973197083,0.30756791997162947,180.0
uav1,0,15,14.000399467389798,-28.000000006079105,5.988802337646485,0.0,466.0,0.10241739359646365,0.04845271475834498,0.040966957438585465,175.0
simulation_car1,1,29,47.93053,-1.2170023,8.40762,0.0,475.0,0.10051129107852683,0.04782306661443556,0.040204516431410736,153.0
simulation_pedestrian1,2,32,2.831695,32.729515,7.4372497,0.0,466.0,0.7732252152740171,0.6932618442815408,0.30929008610960684,147.0
uav1,0,14,14.000392921065213,-28.000000007338265,5.975840950012207,0.0,492.0,0.04408772434536859,0.028490244766252188,0.017635089738147435,165.0
simulation_car1,1,29,47.930454,-1.2716227,8.40762,0.0,482.0,0.10618939258723091,0.04969922828698975,0.04247575703489237,127.0
simulation_pedestrian1,2,32,2.8304904,32.713806,7.4372497,0.0,455.0,0.7922095181988886,0.7406243615692217,0.31688380727955545,159.0
uav1,0,14,14.000386483879993,-28.00000000870066,5.962611341476441,0.0,471.0,0.07028983124328095,0.037757379369478705,0.028115932497312382,164.0
simulation_car1,1,29,47.9304,-1.3102188,8.40762,0.0,463.0,0.15237556776472505,0.06525989084338697,0.06095022710589002,153.0
simulation_pedestrian1,2,32,2.8292682,32.69787,7.4372497,0.0,484.0,0.77459677075295,0.6965806445731114,0.30983870830118,155.0
uav1,0,15,14.000380156678148,-28.000000010168066,5.949108505249024,0.0,448.0,0.14369110001873556,0.062268634472586244,0.057476440007494224,145.0
simulation_car1,1,29,47.93035,-1.3458608,8.407619,0.0,444.0,0.0916254401945098,0.04488632322160555,0.03665017607780392,156.0
simulation_pedestrian1,2,32,2.8276029,32.67615,7.4372497,0.0,484.0,0.7532832288771047,0.6467396224501171,0.3013132915508419,183.0
uav1,0,15,14.00037394015817,-28.00000001174142,5.935327434539795,0.0,444.0,0.0787410487477369,0.040603310640674774,0.031496419499094756,134.0
simulation_car1,1,28,47.930264,-1.4094462,8.407624,0.0,461.0,0.07747383631553448,0.04017899516953922,0.030989534526213794,147.0
simulation_pedestrian1,2,32,2.8261263,32.6569,7.4372497,0.0,488.0,0.7680776572733296,0.6809452239806717,0.30723106290933183,160.0
uav1,0,14,14.000367835076759,-28.000000013414365,5.921263599395752,0.0,471.0,0.15749736634420453,0.06704352972103207,0.06299894653768182,173.0
simulation_car1,1,29,47.93021,-1.4468604,8.407623,0.0,447.0,0.09850058212159149,0.04715889275262077,0.0394002328486366,128.0
simulation_pedestrian1,2,32,2.8249419,32.641453,7.4372497,0.0,434.0,0.7552468379877129,0.651179818140915,0.3020987351950852,135.0
uav1,0,15,14.000361842132406,-28.00000001518145,5.906912231445313,0.0,437.0,0.08260010020704261,0.04189137520148578,0.033040040082817045,128.0
simulation_car1,1,29,47.93014,-1.4979271,8.407622,0.0,432.0,0.10838013099640222,0.050423743878819975,0.04335205239856089,146.0
simulation_pedestrian1,2,32,2.8233252,32.620373,7.4372497,0.0,454.0,0.7426977686184383,0.6233141544238949,0.2970791074473753,158.0
uav1,0,14,14.000355962023605,-28.0000000170482,5.892268800735474,0.0,440.0,0.16386123357822013,0.06928173705211231,0.06554449343128806,160.0
simulation_car1,1,28,47.930077,-1.540728,8.407622,0.0,463.0,0.09856762650813808,0.04718103958074242,0.039427050603255236,161.0
simulation_pedestrian1,2,32,2.8219702,32.602703,7.4372497,0.0,469.0,0.7762032535710799,0.7004879259692071,0.310481301428432,174.0
uav1,0,13,14.000350195390638,-28.000000019026338,5.877329015731812,0.0,459.0,0.12095699280032601,0.05459860747749913,0.04838279712013041,158.0
simulation_car1,1,28,47.930023,-1.5766324,8.407621,0.0,420.0,0.084759398601929,0.04260980206375907,0.033903759440771605,146.0
simulation_pedestrian1,2,32,2.8203266,32.581272,7.4372497,0.0,455.0,0.7862292187663678,0.7253685028799808,0.3144916875065471,146.0
uav1,0,15,14.000344542844687,-28.000000021122776,5.862088346481324,0.0,472.0,0.08520110807161638,0.04275659104655251,0.034080443228646555,153.0
simulation_car1,1,29,47.929947,-1.6273556,8.40762,0.0,463.0,0.12241391483719671,0.055084606244749104,0.04896556593487869,146.0
simulation_pedestrian1,2,32,2.8192282,32.566956,7.4372497,0.0,465.0,0.7705037600399971,0.686722948318908,0.3082015040159989,156.0
uav1,0,14,14.000337184639648,-28.000000024094142,5.841292762756348,0.0,475.0,0.0960706992148073,0.04635611452102602,0.038428279685922925,168.0
simulation_car1,1,28,47.92987,-1.680437,8.407619,0.0,448.0,0.12386612141162945,0.055569646711464166,0.049546448564651784,143.0
simulation_pedestrian1,2,32,2.8175485,32.54505,7.4372497,0.0,450.0,0.7772079497167741,0.7029425727282027,0.31088317988670966,143.0
uav1,0,14,14.000331800576532,-28.000000026445566,5.825334453582764,0.0,421.0,0.07123789082490396,0.03807875145736089,0.028495156329961586,142.0
simulation_car1,1,29,47.929817,-1.7169538,8.4076185,0.0,461.0,0.09437509657581479,0.04579571264761658,0.037750038630325916,159.0
simulation_pedestrian1,2,32,2.8163927,32.529984,7.4372497,0.0,471.0,0.8067519550170511,0.7790632654010253,0.32270078200682045,163.0
uav1,0,14,14.000326532492181,-28.000000028894917,5.809062385559082,0.0,432.0,0.15266206335630134,0.06535926329221935,0.061064825342520536,161.0
simulation_car1,1,29,47.929764,-1.7543674,8.4076185,0.0,501.0,0.10889243693230954,0.05059325196812214,0.04355697477292382,170.0
simulation_pedestrian1,2,32,2.8146977,32.507885,7.4372497,0.0,459.0,0.7513570462885596,0.6424131591275714,0.30054281851542386,135.0
uav1,0,14,14.000319689628668,-28.000000032303394,5.7868715763092045,0.0,466.0,0.15986817814858167,0.06787441764153203,0.06394727125943267,158.0
simulation_car1,1,29,47.929657,-1.8248799,8.407619,0.0,455.0,0.07558877419299874,0.03954637672806066,0.0302355096771995,149.0
simulation_pedestrian1,2,32,2.8129778,32.48546,7.4372497,0.0,446.0,0.787768900942346,0.729266216173858,0.31510756037693843,143.0
uav1,0,14,14.00031305491575,-28.000000035869817,5.764107131958008,0.0,466.0,0.12060428690577683,0.05448104126953856,0.04824171476231073,145.0
simulation_car1,1,28,47.929573,-1.8768928,8.4076185,0.0,443.0,0.09426143159492795,0.04575813723053935,0.03770457263797118,155.0
simulation_pedestrian1,2,32,2.8113322,32.464005,7.4372497,0.0,443.0,0.7804233610319825,0.7108558109053468,0.31216934441279304,149.0
uav1,0,14,14.000308216112899,-28.000000038642806,5.746652746200562,0.0,459.0,0.18023951463771978,0.07516664304856766,0.07209580585508792,170.0
simulation_car1,1,29,47.929516,-1.9139991,8.4076185,0.0,478.0,0.13276966878476712,0.05855875112778451,0.05310786751390685,166.0
simulation_pedestrian1,2,32,2.8095763,32.44111,7.4372497,0.0,446.0,0.7819297779702061,0.7145934610731095,0.31277191118808245,155.0
uav1,0,14,14.000303495296976,-28.000000041496126,5.728867912292481,0.0,432.0,0.07368899567763906,0.038906924983453356,0.029475598271055628,146.0
simulation_car1,1,28,47.929432,-1.9682628,8.4076185,0.0,436.0,0.071179011381868,0.0380588102711379,0.0284716045527472,163.0
simulation_pedestrian1,2,32,2.807936,32.419716,7.4372497,0.0,457.0,0.8396552231839454,0.8734995897569963,0.3358620892735782,149.0
uav1,0,15,14.000298892875435,-28.000000044427974,5.710749769210816,0.0,444.0,0.08998294916936193,0.044342603601648774,0.035993179667744776,132.0
simulation_car1,1,28,47.929348,-2.0227757,8.407619,0.0,458.0,0.12249971986114495,0.055113247945157394,0.04899988794445798,147.0
simulation_pedestrian1,2,32,2.806718,32.40383,7.4372497,0.0,468.0,0.7963804013654835,0.7514522944901263,0.3185521605461934,149.0
uav1,0,15,14.000292941025691,-28.000000048450392,5.686068439483643,0.0,460.0,0.10089951812561326,0.04795130485315404,0.04035980725024531,145.0
